OTHERNAME,RSTAR,MASS,STAR,COMP,star,R,A,texture,,,,,,,day,PER,I
,rsun,mearth,,,,rjupiter,au,,,,,,,,,yrs,deg
,1.11902,528.1921392,HD 142415,b,0,,1.06061,textures/earth.jpg,-,-,-,-,-,-,,1.057654321,
,,964.5702375,HD 143361,b,0,,2.03474,textures/earth.jpg,-,-,-,-,-,-,,2.973369459,
,1.00052,1837.618825,HD 145377,b,0,,0.450064,textures/earth.jpg,-,-,-,-,-,-,,0.284605668,
2MASS J16100392+2644336,9.54834,944.6113543,HD 145457,b,0,,0.762504,textures/earth.jpg,-,-,-,-,-,-,,0.482693403,
,1.12553,7.628997067,HD 1461,b,0,,0.0635202,textures/earth.jpg,-,-,-,-,-,-,,0.015805129,
,1.05268,676.0308923,HD 147018,b,0,,0.238855,textures/earth.jpg,-,-,-,-,-,-,,0.121114154,
,1.05268,2095.539718,HD 147018,c,0,,1.92274,textures/earth.jpg,-,-,-,-,-,-,,2.759812537,
,0.850084,374.9123657,HD 147513,b,0,,1.30958,textures/earth.jpg,-,-,-,-,-,-,,1.446711309,
2MASS J16281729-4619034,0.965665,269.3851736,HD 148156,b,0,,2.12913,textures/earth.jpg,-,-,-,-,-,-,,2.811832813,
,3.92268,363.4455423,HD 148427,b,0,,1.03886,textures/earth.jpg,-,-,-,-,-,-,,0.907616921,
,1.368,114.8814883,HD 149026,b,0,0.654,0.0431325,textures/earth.jpg,-,-,-,-,-,-,,0.007873929,84.55
,1.71219,422.0954198,HD 149143,b,0,,0.0530508,textures/earth.jpg,-,-,-,-,-,-,,0.011148767,
2MASS J00191704+1403172,4.48335,923.9564527,HD 1502,b,0,,1.27206,textures/earth.jpg,-,-,-,-,-,-,,1.18222922,
2MASS J16534357+1158255,3.809,481.0948956,HD 152581,b,0,,1.48938,textures/earth.jpg,-,-,-,-,-,-,,1.886419482,
,1.15135,871.481752,HD 153950,b,0,,1.28031,textures/earth.jpg,-,-,-,-,-,-,,1.367311886,
,1,304.1190333,HD 154345,b,0,,4.21377,textures/earth.jpg,-,-,-,-,-,-,,9.148884791,
,1.31501,1591.110727,HD 154672,b,0,,0.598618,textures/earth.jpg,-,-,-,-,-,-,,0.448852845,
,1.7603,741.361275,HD 154857,b,0,,1.29206,textures/earth.jpg,-,-,-,-,-,-,,1.119804888,
,1.49875,260.445628,HD 155358,b,0,,0.626938,textures/earth.jpg,-,-,-,-,-,-,,0.53197577,
,1.49875,256.4878577,HD 155358,c,0,,1.00082,textures/earth.jpg,-,-,-,-,-,-,,1.07298664,
2MASS J17122319+6321074,0.958138,3109.77198,HD 156279,b,0,,0.494507,textures/earth.jpg,-,-,-,-,-,-,,0.358803009,
2MASS J17195139-4832576,1.85525,232.8677272,HD 156411,b,0,,1.87545,textures/earth.jpg,-,-,-,-,-,-,,2.305867181,
,0.728691,4.150112875,HD 156668,b,0,,0.0499846,textures/earth.jpg,-,-,-,-,-,-,,0.012718957,
,1.58242,3498.398132,HD 156846,b,0,,1.11751,textures/earth.jpg,-,-,-,-,-,-,,0.984305786,
2MASS J17254543+2718118,5.30151,570.2424551,HD 158038,b,0,,1.49788,textures/earth.jpg,-,-,-,-,-,-,,1.426450726,
,1.84825,699.2092578,HD 159868,b,0,,2.29553,textures/earth.jpg,-,-,-,-,-,-,,3.226352275,
,1.84825,232.0061263,HD 159868,c,0,,1.02595,textures/earth.jpg,-,-,-,-,-,-,,0.964565433,
79 Cet,2.05,79.34355268,HD 16141,b,0,,0.355656,textures/earth.jpg,-,-,-,-,-,-,,0.206775121,
,1.19707,1391.865137,HD 16175,b,0,,2.1185,textures/earth.jpg,-,-,-,-,-,-,,2.71053017,
,0.526361,4835.198363,HD 162020,b,0,,0.0756944,textures/earth.jpg,-,-,-,-,-,-,,0.023075641,
2MASS J17534049+5623309,1.69594,244.3555264,HD 163607,b,0,,0.359201,textures/earth.jpg,-,-,-,-,-,-,,0.206137188,
2MASS J17534049+5623309,1.69594,728.5628,HD 163607,c,0,,2.41789,textures/earth.jpg,-,-,-,-,-,-,,3.597612771,
,1.45645,21.28084139,HD 16417,b,0,,0.135435,textures/earth.jpg,-,-,-,-,-,-,,0.047201556,
2MASS J18013121+0006163,1.05601,152.6578064,HD 164509,b,0,,0.877542,textures/earth.jpg,-,-,-,-,-,-,,0.773185576,
,,854.4499598,HD 164604,b,0,,1.30299,textures/earth.jpg,-,-,-,-,-,-,,1.660268177,
,0.899472,113.7551463,HD 164922,b,0,,2.10091,textures/earth.jpg,-,-,-,-,-,-,,3.162285199,
2MASS J18103166+5417114,4.21565,520.2085859,HD 167042,b,0,,1.29371,textures/earth.jpg,-,-,-,-,-,-,,1.15203008,
,0.909718,4224.450181,HD 16760,b,0,,1.08727,textures/earth.jpg,-,-,-,-,-,-,,1.273401598,
,1.58859,2446.377476,HD 168443,b,0,,0.29385,textures/earth.jpg,-,-,-,-,-,-,,0.15910667,
,1.58859,5525.464261,HD 168443,c,0,,2.85281,textures/earth.jpg,-,-,-,-,-,-,,4.790875765,
,0.888361,77.89780491,HD 168746,b,0,,0.0655505,textures/earth.jpg,-,-,-,-,-,-,,0.017533571,
2MASS J00211332-0816521,21.1524,2074.211045,HD 1690,b,0,,1.36191,textures/earth.jpg,-,-,-,-,-,-,,1.459305637,
,1.80318,918.3183861,HD 169830,b,0,,0.813279,textures/earth.jpg,-,-,-,-,-,-,,0.617727088,
,1.80318,1291.628956,HD 169830,c,0,,3.60184,textures/earth.jpg,-,-,-,-,-,-,,5.75508527,
,1.22117,212.5163405,HD 170469,b,0,,2.23538,textures/earth.jpg,-,-,-,-,-,-,,3.134906106,
,11.8,1577.025095,HD 17092,b,0,,1.30798,textures/earth.jpg,-,-,-,-,-,-,,0.985373516,
BD +06 3833,2.14418,631.848027,HD 171028,b,0,,1.31895,textures/earth.jpg,-,-,-,-,-,-,,1.505850095,
,1.05059,829.1867174,HD 171238,b,0,,2.54268,textures/earth.jpg,-,-,-,-,-,-,,4.169835807,
,1.507,1049.668813,HD 17156,b,0,1.02,0.163197,textures/earth.jpg,-,-,-,-,-,-,,0.058089208,87.816
,14.3919,863.8509752,HD 173416,b,0,,1.16272,textures/earth.jpg,-,-,-,-,-,-,,0.885987437,
2MASS J19000083-6956393,,2472.092018,HD 175167,b,0,,2.40085,textures/earth.jpg,-,-,-,-,-,-,,3.531902949,
,3.07498,167.6895787,HD 175541,b,0,,0.961227,textures/earth.jpg,-,-,-,-,-,-,,0.813980424,
,3.99397,419.4130476,HD 177830,b,0,,1.13872,textures/earth.jpg,-,-,-,-,-,-,,1.122816589,
,0.894377,2317.286724,HD 178911 B,b,0,,0.344904,textures/earth.jpg,-,-,-,-,-,-,,0.195716706,
,1.33814,26.62584938,HD 179079,b,0,,0.119635,textures/earth.jpg,-,-,-,-,-,-,,0.039633974,
,1.22645,286.6944198,HD 179949,b,0,,0.0439208,textures/earth.jpg,-,-,-,-,-,-,,0.008467023,
2MASS J19145022+3151371,7.38571,7190.950432,HD 180314,b,0,,1.45528,textures/earth.jpg,-,-,-,-,-,-,,1.084294205,
,3.85021,497.0492894,HD 180902,b,0,,1.38103,textures/earth.jpg,-,-,-,-,-,-,,1.311458537,
,4.76324,1000.944349,HD 181342,b,0,,1.777,textures/earth.jpg,-,-,-,-,-,-,,1.815233841,
,1.00831,7.542773421,HD 181433,b,0,,0.0800943,textures/earth.jpg,-,-,-,-,-,-,,0.025665983,
,1.00831,203.534843,HD 181433,c,0,,1.75604,textures/earth.jpg,-,-,-,-,-,-,,2.633868711,
,1.00831,170.1850747,HD 181433,d,0,,3.02208,textures/earth.jpg,-,-,-,-,-,-,,5.946738919,
,1.2465,118.2246013,HD 181720,b,0,,1.84741,textures/earth.jpg,-,-,-,-,-,-,,2.617441255,
,1.11717,1136.019587,HD 183263,b,0,,1.49006,textures/earth.jpg,-,-,-,-,-,-,,1.71534396,
,1.11717,1104.876737,HD 183263,c,0,,4.29488,textures/earth.jpg,-,-,-,-,-,-,,8.3944298,
,2.59,303.2644244,HD 185269,b,0,,0.0765701,textures/earth.jpg,-,-,-,-,-,-,,0.018721414,
,1.31178,255.4273037,HD 187085,b,0,,2.02754,textures/earth.jpg,-,-,-,-,-,-,,2.699578533,
,1.14277,162.1042696,HD 187123,b,0,,0.042091,textures/earth.jpg,-,-,-,-,-,-,,0.008478163,
,1.14277,617.2634227,HD 187123,c,0,,4.83146,textures/earth.jpg,-,-,-,-,-,-,,10.41958051,
2MASS J03001065-2048091,5.60612,910.1632118,HD 18742,b,0,,1.97816,textures/earth.jpg,-,-,-,-,-,-,,2.113665951,
,1.03281,467.0537577,HD 188015,b,0,,1.19018,textures/earth.jpg,-,-,-,-,-,-,,1.262723752,
,0.756,363.4550768,HD 189733,b,0,1.138,0.0309953,textures/earth.jpg,-,-,-,-,-,-,,0.006074259,85.71
,1.73503,1888.444058,HD 190228,b,0,,2.60478,textures/earth.jpg,-,-,-,-,-,-,,3.110538713,
GJ 777 A,1.07528,487.8866365,HD 190360,b,0,,3.97285,textures/earth.jpg,-,-,-,-,-,-,,7.98110653,
GJ 777 A,1.07528,18.74285328,HD 190360,c,0,,0.129216,textures/earth.jpg,-,-,-,-,-,-,,0.046848439,
,1.42287,604.7922989,HD 190647,b,0,,2.07238,textures/earth.jpg,-,-,-,-,-,-,,2.842223606,
,0.7401,203.2062206,HD 192263,b,0,,0.152945,textures/earth.jpg,-,-,-,-,-,-,,0.066683423,
2MASS J20151734-2701585,0.847025,16.88426174,HD 192310,b,0,,0.322307,textures/earth.jpg,-,-,-,-,-,-,,0.20457658,
2MASS J20151734-2701585,0.847025,23.39362266,HD 192310,c,0,,1.18358,textures/earth.jpg,-,-,-,-,-,-,,1.43959269,
2MASS J20160600+0434509,3.61317,728.4070699,HD 192699,b,0,,1.12292,textures/earth.jpg,-,-,-,-,-,-,,0.946029788,
,1.34728,1137.748509,HD 195019,b,0,,0.136688,textures/earth.jpg,-,-,-,-,-,-,,0.049833563,
,1.31321,903.6797529,HD 196050,b,0,,2.51056,textures/earth.jpg,-,-,-,-,-,-,,3.772838964,
,1.29927,935.6203224,HD 196885,b,0,,2.54171,textures/earth.jpg,-,-,-,-,-,-,,3.649633047,
2MASS J20393296+4214549,1.09866,256.580978,HD 197037,b,0,,2.07477,textures/earth.jpg,-,-,-,-,-,-,,2.835652623,
,1.40403,421.6822582,HD 19994,b,0,,1.30567,textures/earth.jpg,-,-,-,-,-,-,,1.276413298,
2MASS J21063983+0348110,3.80029,619.3387652,HD 200964,b,0,,1.64347,textures/earth.jpg,-,-,-,-,-,-,,1.680528705,
2MASS J21063983+0348110,3.80029,300.5661614,HD 200964,c,0,,2.00121,textures/earth.jpg,-,-,-,-,-,-,,2.258775142,
,0.985786,5347.073797,HD 202206,b,0,,0.811776,textures/earth.jpg,-,-,-,-,-,-,,0.700548843,
,0.985786,740.8241649,HD 202206,c,0,,2.49004,textures/earth.jpg,-,-,-,-,-,-,,3.787623674,
,1.1465,1883.060245,HD 2039,b,0,,2.19755,textures/earth.jpg,-,-,-,-,-,-,,3.066458374,
,1.12584,1112.637819,HD 204313,b,0,,3.07131,textures/earth.jpg,-,-,-,-,-,-,,5.257059575,
,,510.5469609,HD 204313,d,0,,3.94498,textures/earth.jpg,-,-,-,-,-,-,,7.752663868,
2MASS J21322353-2057264,0.850124,84.82207542,HD 204941,b,0,,2.55427,textures/earth.jpg,-,-,-,-,-,-,,4.744796752,
,1.46292,472.6187265,HD 205739,b,0,,0.894939,textures/earth.jpg,-,-,-,-,-,-,,0.766067012,
,4.98482,626.4578573,HD 206610,b,0,,1.53703,textures/earth.jpg,-,-,-,-,-,-,,1.67012465,
,1.12933,603.8515617,HD 20782,b,0,,1.36607,textures/earth.jpg,-,-,-,-,-,-,,1.620568493,
2MASS J21523626-2601352,0.901,179.3045046,HD 207832,b,0,,0.569755,textures/earth.jpg,-,-,-,-,-,-,,0.443459163,
2MASS J21523626-2601352,0.901,232.0995644,HD 207832,c,0,,2.1118,textures/earth.jpg,-,-,-,-,-,-,,3.164201735,
2MASS J03195563-4304112,1.22683,2.69724284,HD 20794,b,0,,0.120738,textures/earth.jpg,-,-,-,-,-,-,,0.050144808,
2MASS J03195563-4304112,1.22683,2.363338351,HD 20794,c,0,,0.203628,textures/earth.jpg,-,-,-,-,-,-,,0.109828492,90
2MASS J03195563-4304112,1.22683,4.701524696,HD 20794,d,0,,0.349781,textures/earth.jpg,-,-,-,-,-,-,,0.247257848,90
,1.20627,162.7856684,HD 208487,b,0,,0.520765,textures/earth.jpg,-,-,-,-,-,-,,0.356147237,
2MASS J21562398+2114233,41.0489,3182.615547,HD 208527,b,0,,2.099,textures/earth.jpg,-,-,-,-,-,-,,2.39703956,
,1.15581,638.4967505,HD 20868,b,0,,0.947319,textures/earth.jpg,-,-,-,-,-,-,,1.042732743,
,1.155,219.1809548,HD 209458,b,0,1.359,0.047235,textures/earth.jpg,-,-,-,-,-,-,,0.009650442,86.71
,0.939154,404.5010922,HD 210277,b,0,,1.13105,textures/earth.jpg,-,-,-,-,-,-,,1.210676097,
2MASS J22115133+1602260,5.17,592.5976755,HD 210702,b,0,,1.17218,textures/earth.jpg,-,-,-,-,-,-,,0.970013873,
,,125.9030506,HD 212301,b,0,,0.034116,textures/earth.jpg,-,-,-,-,-,-,,0.006148564,
,4.00571,858.1557015,HD 212771,b,0,,1.16471,textures/earth.jpg,-,-,-,-,-,-,,1.022061528,
,1.3947,1440.500613,HD 213240,b,0,,1.88529,textures/earth.jpg,-,-,-,-,-,-,,2.416752506,
,1.10659,6.628065431,HD 215497,b,0,,0.0465952,textures/earth.jpg,-,-,-,-,-,-,,0.010771045,
,1.10659,104.0925678,HD 215497,c,0,,1.28243,textures/earth.jpg,-,-,-,-,-,-,,1.554968187,
rho Ind,1.36865,689.0804424,HD 216437,b,0,,2.48556,textures/earth.jpg,-,-,-,-,-,-,,3.704391233,
,1.03957,205.604147,HD 216770,b,0,,0.455837,textures/earth.jpg,-,-,-,-,-,-,,0.324305352,
,1.5,445.2992106,HD 217107,b,0,,0.0750282,textures/earth.jpg,-,-,-,-,-,-,,0.019512576,
,1.5,831.2366345,HD 217107,c,0,,5.33414,textures/earth.jpg,-,-,-,-,-,-,,11.69087255,
2MASS J23030822-0025465,1.15058,4190.984092,HD 217786,b,0,,2.3791,textures/earth.jpg,-,-,-,-,-,-,,3.611302318,
2MASS J23091067-0215385,0.590728,67.65425771,HD 218566,b,0,,0.687282,textures/earth.jpg,-,-,-,-,-,-,,0.617946121,
,1.4682,19.77407284,HD 219828,b,0,,0.0515012,textures/earth.jpg,-,-,-,-,-,-,,0.010495775,
2MASS J23201439+6158123,54.7067,3555.827594,HD 220074,b,0,,1.60044,textures/earth.jpg,-,-,-,-,-,-,,1.840148816,
2MASS J23262744+0838376,1.35144,460.7546324,HD 220773,b,0,,4.94302,textures/earth.jpg,-,-,-,-,-,-,,10.19789063,
,1.10236,990.1099804,HD 221287,b,0,,1.25015,textures/earth.jpg,-,-,-,-,-,-,,1.248760442,
,1.67,644.0013342,HD 222155,b,0,,5.13864,textures/earth.jpg,-,-,-,-,-,-,,10.94889914,
,1.13737,2424.95028,HD 222582,b,0,,1.33658,textures/earth.jpg,-,-,-,-,-,-,,1.567124504,
,1.17028,227.1098436,HD 224693,b,0,,0.192441,textures/earth.jpg,-,-,-,-,-,-,,0.073184315,
2MASS J03404953+3149345,0.720445,4398.677247,HD 22781,b,0,,1.16847,textures/earth.jpg,-,-,-,-,-,-,,1.445807744,
,1.16249,776.5213267,HD 23079,b,0,,1.59509,textures/earth.jpg,-,-,-,-,-,-,,2.000316507,
,1.51172,446.4910229,HD 23127,b,0,,2.31864,textures/earth.jpg,-,-,-,-,-,-,,3.323821845,
,1.24116,345.3617771,HD 231701,b,0,,0.555583,textures/earth.jpg,-,-,-,-,-,-,,0.387687979,
,1.96615,2460.765034,HD 23596,b,0,,2.77219,textures/earth.jpg,-,-,-,-,-,-,,4.273876359,
,17.2701,2316.463579,HD 240210,b,0,,1.33364,textures/earth.jpg,-,-,-,-,-,-,,1.373745973,
2MASS J23173569+6038580,,1690.622286,HD 240237,b,0,,1.91887,textures/earth.jpg,-,-,-,-,-,-,,2.041658937,
,1.15444,1278.223451,HD 24040,b,0,,4.92406,textures/earth.jpg,-,-,-,-,-,-,,10.04265118,
2MASS J03554943-6511122,1.06877,303.8975151,HD 25171,b,0,,3.03064,textures/earth.jpg,-,-,-,-,-,-,,5.05144259,
,1.1428,151.7018141,HD 2638,b,0,,0.0435743,textures/earth.jpg,-,-,-,-,-,-,,0.009429907,
,1.20255,196.3868296,HD 27894,b,0,,0.122117,textures/earth.jpg,-,-,-,-,-,-,,0.049257723,
,1.00685,1842.449638,HD 28185,b,0,,1.02341,textures/earth.jpg,-,-,-,-,-,-,,1.037667611,
2MASS J04245071-5037196,1.56874,369.1122125,HD 28254,b,0,,2.14768,textures/earth.jpg,-,-,-,-,-,-,,3.055506737,
2MASS J04312544+0434309,6.33673,603.7562167,HD 28678,b,0,,1.31659,textures/earth.jpg,-,-,-,-,-,-,,1.059844676,
2MASS J05232156-0216391,0.997399,809.6759556,HD 290327,b,0,,3.43052,textures/earth.jpg,-,-,-,-,-,-,,6.688712329,
2MASS J00331038+5453419,11.4311,514.929652,HD 2952,b,0,,1.22755,textures/earth.jpg,-,-,-,-,-,-,,0.853132526,
,1.21235,3078.950125,HD 30177,b,0,,3.80821,textures/earth.jpg,-,-,-,-,-,-,,7.584008658,
,1.39121,423.5033474,HD 30562,b,0,,2.34083,textures/earth.jpg,-,-,-,-,-,-,,3.167761017,
2MASS J04501787-2422077,5.5698,590.2521889,HD 30856,b,0,,2.04004,textures/earth.jpg,-,-,-,-,-,-,,2.496973248,
2MASS J04544364+1221079,1.64612,159.36183,HD 31253,b,0,,1.26054,textures/earth.jpg,-,-,-,-,-,-,,1.275865716,
,24.3641,1063.252295,HD 32518,b,0,,0.595162,textures/earth.jpg,-,-,-,-,-,-,,0.431330225,
,1.20726,198.2298481,HD 330075,b,0,,0.0392074,textures/earth.jpg,-,-,-,-,-,-,,0.009275297,
2MASS J05073553-1359113,4.29546,448.5568309,HD 33142,b,0,,1.09038,textures/earth.jpg,-,-,-,-,-,-,,0.894201165,
,1.45431,104.9338284,HD 33283,b,0,,0.145378,textures/earth.jpg,-,-,-,-,-,-,,0.049772455,
,,2900.982357,HD 33564,b,0,,1.1241,textures/earth.jpg,-,-,-,-,-,-,,1.062308794,
,1.03374,2946.004258,HD 33636,b,0,,3.26519,textures/earth.jpg,-,-,-,-,-,-,,5.825449538,
,1.39357,251.2359382,HD 34445,b,0,,2.06642,textures/earth.jpg,-,-,-,-,-,-,,2.872066817,
54 Psc,0.934685,72.7720586,HD 3651,b,0,,0.29472,textures/earth.jpg,-,-,-,-,-,-,,0.170347239,
,0.772275,214.3263061,HD 37124,b,0,,0.533637,textures/earth.jpg,-,-,-,-,-,-,,0.422672956,
,0.772275,205.9798062,HD 37124,c,0,,1.70993,textures/earth.jpg,-,-,-,-,-,-,,2.424418652,
,0.772275,218.2287762,HD 37124,d,0,,2.80658,textures/earth.jpg,-,-,-,-,-,-,,5.097987047,
,0.916831,890.4395129,HD 37605,b,0,,0.283337,textures/earth.jpg,-,-,-,-,-,-,,0.150620794,
,0.916831,1069.618162,HD 37605,c,0,,3.81754,textures/earth.jpg,-,-,-,-,-,-,,7.447113195,
2MASS J05370199-7341574,1.50465,107.4719119,HD 38283,b,0,,1.02382,textures/earth.jpg,-,-,-,-,-,-,,0.994408644,
,2.02418,255.2903247,HD 38529,b,0,,0.1272,textures/earth.jpg,-,-,-,-,-,-,,0.039180015,
,2.02418,3896.527001,HD 38529,c,0,,3.6002,textures/earth.jpg,-,-,-,-,-,-,,5.875690995,
,2.24501,3181.503189,HD 38801,b,0,,1.6471,textures/earth.jpg,-,-,-,-,-,-,,1.90640622,
pi Men,1.14999,3206.133976,HD 39091,b,0,,3.34651,textures/earth.jpg,-,-,-,-,-,-,,5.889242824,
,0.839223,4.102090785,HD 40307,b,0,,0.0468927,textures/earth.jpg,-,-,-,-,-,-,,0.011804496,
,0.839223,6.720804319,HD 40307,c,0,,0.0800702,textures/earth.jpg,-,-,-,-,-,-,,0.026338687,
,0.839223,8.923019182,HD 40307,d,0,,0.132422,textures/earth.jpg,-,-,-,-,-,-,,0.056017624,
,1.27973,1278.334687,HD 40979,b,0,,0.846038,textures/earth.jpg,-,-,-,-,-,-,,0.723218732,
,,5852.116175,HD 41004 B,b,0,,0.0176759,textures/earth.jpg,-,-,-,-,-,-,,0.003636765,
,1.07428,523.8539425,HD 4113,b,0,,1.27266,textures/earth.jpg,-,-,-,-,-,-,,1.441837776,
,1.15783,661.7418575,HD 4203,b,0,,1.16537,textures/earth.jpg,-,-,-,-,-,-,,1.182448252,
,0.876501,256.6232476,HD 4208,b,0,,1.65355,textures/earth.jpg,-,-,-,-,-,-,,2.26698887,
,0.82259,15.17180227,HD 4308,b,0,,0.119192,textures/earth.jpg,-,-,-,-,-,-,,0.042601868,
,4.11574,690.2118695,HD 4313,b,0,,1.13327,textures/earth.jpg,-,-,-,-,-,-,,0.974695698,
2MASS J06133564-2953503,1.19673,189.6945652,HD 43197,b,0,,0.918027,textures/earth.jpg,-,-,-,-,-,-,,0.897486656,
,1.34586,793.6421076,HD 43691,b,0,,0.241901,textures/earth.jpg,-,-,-,-,-,-,,0.101193124,
2MASS J06201431-1043300,1.36324,187.2782055,HD 44219,b,0,,1.18713,textures/earth.jpg,-,-,-,-,-,-,,1.293114545,
,1.18013,583.5557929,HD 45350,b,0,,1.94413,textures/earth.jpg,-,-,-,-,-,-,,2.638249366,
,1.02464,59.47906101,HD 45364,b,0,,0.68156,textures/earth.jpg,-,-,-,-,-,-,,0.621313749,
,1.02464,209.2863702,HD 45364,c,0,,0.897549,textures/earth.jpg,-,-,-,-,-,-,,0.938692191,
,1.13465,148.880556,HD 45652,b,0,,0.227878,textures/earth.jpg,-,-,-,-,-,-,,0.119372844,
,0.863012,72.20825193,HD 46375,b,0,,0.0399038,textures/earth.jpg,-,-,-,-,-,-,,0.008278269,
,1.13117,22.62949618,HD 47186,b,0,,0.0498411,textures/earth.jpg,-,-,-,-,-,-,,0.01118299,
,1.13117,110.6907585,HD 47186,c,0,,2.38704,textures/earth.jpg,-,-,-,-,-,-,,3.706033978,
2MASS J00491393-2408119,5.55146,755.5358959,HD 4732,b,0,,1.19218,textures/earth.jpg,-,-,-,-,-,-,,0.986194916,
2MASS J00491393-2408119,5.55146,751.6140389,HD 4732,c,0,,4.60219,textures/earth.jpg,-,-,-,-,-,-,,7.479968106,
,,383.4298509,HD 48265,b,0,,1.59435,textures/earth.jpg,-,-,-,-,-,-,,2.086286858,
,0.889525,32.28095104,HD 49674,b,0,,0.0571073,textures/earth.jpg,-,-,-,-,-,-,,0.01354545,
,1.18426,554.5041765,HD 50499,b,0,,3.87172,textures/earth.jpg,-,-,-,-,-,-,,6.729429694,
,1.25271,1397.998998,HD 50554,b,0,,2.26097,textures/earth.jpg,-,-,-,-,-,-,,3.351200938,
,1.34703,340.5055393,HD 52265,b,0,,0.499878,textures/earth.jpg,-,-,-,-,-,-,,0.326605196,
,4.9902,539.7797329,HD 5319,b,0,,1.63515,textures/earth.jpg,-,-,-,-,-,-,,1.846993534,
,1.29538,624.538245,HD 5388,b,0,,1.76349,textures/earth.jpg,-,-,-,-,-,-,,2.127355497,
2MASS J00581422+3357031,5.5,468.3726966,HD 5608,b,0,,1.98519,textures/earth.jpg,-,-,-,-,-,-,,2.170066882,
2MASS J01003319+2017330,11.8348,1661.688262,HD 5891,b,0,,0.636168,textures/earth.jpg,-,-,-,-,-,-,,0.48491111,
,2.35065,328.8766295,HD 60532,b,0,,0.759258,textures/earth.jpg,-,-,-,-,-,-,,0.551141135,
,2.35065,782.8204519,HD 60532,c,0,,1.57999,textures/earth.jpg,-,-,-,-,-,-,,1.653697195,
Pollux,8.15609,876.608134,HD 62509,b,0,,1.75739,textures/earth.jpg,-,-,-,-,-,-,,1.614380845,
,1.15809,122.221463,HD 63454,b,0,,0.0362523,textures/earth.jpg,-,-,-,-,-,-,,0.007715562,
2MASS J07474972-5415509,0.975102,204.6189155,HD 63765,b,0,,0.94038,textures/earth.jpg,-,-,-,-,-,-,,0.980171516,
,0.80278,126.235169,HD 6434,b,0,,0.142061,textures/earth.jpg,-,-,-,-,-,-,,0.060228525,
,0.88536,386.5794135,HD 65216,b,0,,1.37427,textures/earth.jpg,-,-,-,-,-,-,,1.678612114,
,0.979625,873.8749111,HD 66428,b,0,,3.14259,textures/earth.jpg,-,-,-,-,-,-,,5.401894975,
2MASS J01074866-0814012,0.956629,495.5078789,HD 6718,b,0,,3.55427,textures/earth.jpg,-,-,-,-,-,-,,6.83382152,
,1.10962,572.0444752,HD 68988,b,0,,0.0692771,textures/earth.jpg,-,-,-,-,-,-,,0.017186158,
,0.921634,10.05851437,HD 69830,b,0,,0.0781916,textures/earth.jpg,-,-,-,-,-,-,,0.023729459,
,0.921634,11.68640284,HD 69830,c,0,,0.185072,textures/earth.jpg,-,-,-,-,-,-,,0.086408414,
,0.921634,17.90492978,HD 69830,d,0,,0.627426,textures/earth.jpg,-,-,-,-,-,-,,0.539368125,
,1.03139,606.8517505,HD 70642,b,0,,3.18072,textures/earth.jpg,-,-,-,-,-,-,,5.661996355,
2MASS J01104719-6611171,1.11756,93.76162107,HD 7199,b,0,,1.36155,textures/earth.jpg,-,-,-,-,-,-,,1.683814197,
,1.34287,1008.781706,HD 72659,b,0,,4.75375,textures/earth.jpg,-,-,-,-,-,-,,10.01527208,
,1.21851,594.0056031,HD 73256,b,0,,0.0371348,textures/earth.jpg,-,-,-,-,-,-,,0.006977781,
,1.16642,973.3356197,HD 73267,b,0,,2.19849,textures/earth.jpg,-,-,-,-,-,-,,3.449765671,
,1.45542,907.5571156,HD 73526,b,0,,0.646509,textures/earth.jpg,-,-,-,-,-,-,,0.515548314,
,1.45542,769.4022346,HD 73526,c,0,,1.02831,textures/earth.jpg,-,-,-,-,-,-,,1.034382119,
,2.90137,339.5171297,HD 73534,b,0,,3.0184,textures/earth.jpg,-,-,-,-,-,-,,4.846099395,
,1.345,563.622335,HD 74156,b,0,,0.291535,textures/earth.jpg,-,-,-,-,-,-,,0.141380159,
,1.345,2620.91918,HD 74156,c,0,,3.8997,textures/earth.jpg,-,-,-,-,-,-,,6.899531342,
2MASS J01142933-0502504,0.952526,417.3249925,HD 7449,b,0,,2.33982,textures/earth.jpg,-,-,-,-,-,-,,3.49083431,
,1.23372,146.2083539,HD 75289,b,0,,0.047858,textures/earth.jpg,-,-,-,-,-,-,,0.009608055,
,1.54576,799.3214904,HD 75898,b,0,,1.18906,textures/earth.jpg,-,-,-,-,-,-,,1.144993681,
,1.2353,73.77858381,HD 76700,b,0,,0.0511051,textures/earth.jpg,-,-,-,-,-,-,,0.010872156,
2MASS J09011248-2531371,0.88,15.8316849,HD 77338,b,0,,0.0612143,textures/earth.jpg,-,-,-,-,-,-,,0.015704921,
,0.763424,9.254343,HD 7924,b,0,,0.0566409,textures/earth.jpg,-,-,-,-,-,-,,0.014778687,
2MASS J09150941+2322323,1.12815,427.8828603,HD 79498,b,0,,3.13296,textures/earth.jpg,-,-,-,-,-,-,,5.383003402,
,0.98,1236.478239,HD 80606,b,0,1.029,0.447343,textures/earth.jpg,-,-,-,-,-,-,,0.305103573,89.285
,0.918818,2185.478641,HD 81040,b,0,,1.9372,textures/earth.jpg,-,-,-,-,-,-,,2.742563709,
,20.8234,855.1491564,HD 81688,b,0,,0.811148,textures/earth.jpg,-,-,-,-,-,-,,0.503830063,
